Category: All categories,
,
Region,Kamala Harris: (1/3/19 - 3/31/19)
AL,26
AK,14
AZ,23
AR,22
CA,42
CO,23
CT,31
DE,34
DC,100
FL,25
GA,32
HI,24
ID,17
IL,28
IN,21
IA,26
KS,21
KY,19
LA,24
ME,24
MD,46
MA,35
MI,24
MN,24
MS,21
MO,24
MT,21
NE,22
NV,27
NH,30
NJ,32
NM,21
NY,32
NC,28
ND,16
OH,23
OK,19
OR,30
PA,28
RI,25
SC,29
SD,16
TN,23
TX,23
UT,15
VT,35
VA,35
WA,28
WV,17
WI,19
WY,20
