3/14/19,100
3/15/19,60
3/16/19,43
3/17/19,38
3/18/19,46
3/19/19,33
3/20/19,21
3/21/19,16
3/22/19,14
3/23/19,11
3/24/19,9
3/25/19,7
3/26/19,5
3/27/19,5
3/28/19,5
3/29/19,5
3/30/19,14
3/31/19,12
