Category: All categories,
,
Region,Beto O'Rourke: (3/14/19 - 3/31/19)
AL,30
AK,30
AZ,37
AR,37
CA,38
CO,43
CT,43
DE,46
DC,100
FL,35
GA,31
HI,28
ID,33
IL,40
IN,30
IA,49
KS,31
KY,27
LA,34
ME,47
MD,44
MA,50
MI,36
MN,33
MS,23
MO,34
MT,38
NE,33
NV,35
NH,68
NJ,39
NM,54
NY,44
NC,34
ND,28
OH,38
OK,35
OR,48
PA,42
RI,35
SC,38
SD,23
TN,36
TX,77
UT,29
VT,52
VA,43
WA,40
WV,25
WI,39
WY,38
